bvid,title,top_words,top_scores
BV1NX4y1c77Q,【非人哉动画】摸鱼方法有讲究，避免成为大秃头！,工作 | 早点 | 收拾 | 辛苦 | 加油 | 好看 | 压力 | 不错 | 注意 | 完成,0.4544 | 0.339 | 0.3098 | 0.3021 | 0.3021 | 0.2747 | 0.237 | 0.2309 | 0.2281 | 0.2189
BV1b54y1k7k4,设这么个结界意义何在,音乐,1.0
BV1qzzDBKEt2,分享印度的五个不同等级阶层。,核聚变 | 可控 | 太阳 | 发电 | 材料 | 装置 | 核心 | 核弹 | 放置 | 压缩,0.4424 | 0.2655 | 0.2422 | 0.2422 | 0.2221 | 0.2212 | 0.2206 | 0.1659 | 0.1659 | 0.1387
BV15kVJzYE5N,《消失的青年》：面对焦虑，我们依然还有选择,管道 | 分体 | 水冷 | 液体 | 显卡 | 冷排 | 机箱 | 冷头 | 水泵 | 散热,0.4196 | 0.3579 | 0.3147 | 0.225 | 0.2057 | 0.1993 | 0.1913 | 0.1864 | 0.1221 | 0.1192
BV1fz4y1s7i7,豆瓣电影Top250，评分8.7，人生必看电影《遗愿清单》，关于人生的意义！,妻子 | 清单 | 女儿 | 医院 | 秘书 | 来到 | 家人 | 二人 | 美女 | 两人,0.4004 | 0.362 | 0.2682 | 0.2509 | 0.1952 | 0.1606 | 0.1574 | 0.1335 | 0.1305 | 0.1157
BV1EGYnewEuc,未 来 你 属 于 什 么 阶 层？,子女 | 成为 | 主导 | 富豪 | 娱乐 | 劳动者 | 体力 | 精英 | 绝大多数 | 摆脱,0.4103 | 0.2414 | 0.2342 | 0.2249 | 0.2172 | 0.2172 | 0.2108 | 0.2052 | 0.2052 | 0.2052
BV1jM4y1T7mX,女孩天生阴阳眼能看见鬼魂，在凶宅佛系驱魔，以“洗屋”为生,帕尼尼 | 汉堡 | 大卡 | 状态 | 大概 | 三天 | 帕尼 | 练后 | 前餐 | 饱腹,0.2346 | 0.2252 | 0.2176 | 0.1786 | 0.1692 | 0.165 | 0.1564 | 0.1564 | 0.1564 | 0.1564
BV1fs411k7Kj,感觉身体被掏空by彩虹室内合唱团,经济 | 房地产 | 转移 | 我国 | 制度 | 市场 | 收入 | 决定 | 政府 | 融资,0.2413 | 0.2108 | 0.1923 | 0.1703 | 0.1652 | 0.165 | 0.1579 | 0.1574 | 0.15 | 0.1443
BV1AJ411F7PC,“我是警察！”姑娘一声吼，小伙子一头扑进她怀里,头像 | 威信 | 保存 | 精彩 | 重点,0.6098 | 0.5488 | 0.5342 | 0.1552 | 0.1325
BV17G411w73r,当代年轻人的身体状况,地球 | 人类 | 生物 | 老爷 | 电池 | 外星 | 脂肪 | 平米 | 物质 | 星球,0.6026 | 0.3151 | 0.2154 | 0.1991 | 0.1792 | 0.1792 | 0.1385 | 0.1344 | 0.1178 | 0.0956
BV1a5411w7Yz,《原神》全新角色演示-「罗莎莉亚：绝不加班」,吸血 | 两侧 | 位于 | 皮肤 | 身体 | 金线 | 头部 | 主要 | 血液 | 雄性,0.2878 | 0.2659 | 0.2466 | 0.2448 | 0.1849 | 0.1773 | 0.1719 | 0.1563 | 0.1482 | 0.133
BV1S3a2zVEco,“一滴泪在半路回头 我只能战斗 战斗”,孤独 | 奋斗 | 一瞬间 | 停下 | 高考 | 英雄 | 享受 | 挑战 | 我能 | 一条,0.3679 | 0.3679 | 0.3391 | 0.3249 | 0.313 | 0.2824 | 0.2757 | 0.2757 | 0.2725 | 0.2297
BV1YM9gYdECb,焦虑、内耗、爱破防，真的是你的锅吗？硬核心理学让你从此掌控自我！,情绪 | 焦虑 | 练习 | 案件 | 应对 | 愤怒 | 暂停 | 否认 | 困扰 | 大脑,0.7826 | 0.2286 | 0.1414 | 0.1225 | 0.1115 | 0.106 | 0.106 | 0.1029 | 0.1029 | 0.0956
BV18F411E76A,【腰痛/姨妈期】任何人错过这个腰部按摩仪我都会伤心的OK？缓解疲劳佛系养生！,按摩 | 腰部 | 对象 | 造型 | 那种 | 力度 | 加热 | 舒服 | 打工 | 方便,0.8353 | 0.1909 | 0.1474 | 0.136 | 0.1304 | 0.0998 | 0.0926 | 0.0915 | 0.0743 | 0.0743
BV1z3411C7JK,“每 天 一 遍，防 止 颓 废”,轻轻 | 做人 | 翻译 | 未必 | 隐藏 | 懂得 | 带走 | 有时候 | 难道 | 快乐,0.3967 | 0.2121 | 0.207 | 0.2025 | 0.1983 | 0.1911 | 0.1821 | 0.1627 | 0.161 | 0.1534
BV1WM4y1j7jE,看完这部影片，我懂得了活着的意义！,露丝 | 妹妹 | 小美 | 房子 | 离开 | 说出 | 父亲 | 哥哥 | 激动 | 回忆,0.8922 | 0.303 | 0.0929 | 0.0671 | 0.0606 | 0.0597 | 0.0577 | 0.0517 | 0.0465 | 0.0457
BV1YgxyeNEvx,塔吊司机一下班，工友就等在工地门口早早准备好了菜，烧鸡、烤鱼，五六个人围坐在一起跟农村吃席一样，填饱肚子再加班！,清水 | 日本 | 好吃 | 料理 | 不错 | 神社 | 舞台 | 微微 | 红豆 | 试试看,0.4522 | 0.3174 | 0.2638 | 0.2504 | 0.2244 | 0.2087 | 0.1593 | 0.1454 | 0.1391 | 0.1219
BV17oQzBuEZz,当我打字解释不清而被迫去工位沟通时,包村 | 投降 | 威信 | 重点,0.5915 | 0.5485 | 0.5322 | 0.257
BV1Ub4y1f7Vt,Anneke Lucas: 我在6岁时就成为了欧洲精英阶层的性奴,伤疤 | 儿童 | 女人 | 网络 | 小时 | 折磨 | 五年 | 商品 | 感受 | 组织,0.291 | 0.2811 | 0.2246 | 0.2158 | 0.2107 | 0.1818 | 0.1623 | 0.1594 | 0.1562 | 0.1477
BV1194y1V7x8,大家喜欢哪位员工布置的工位呀,办公室 | 机身 | 氛围 | 光影 | 钢琴 | 摄影 | 光学 | 孤独 | 奋斗 | 鼠标,0.455 | 0.2384 | 0.2229 | 0.1361 | 0.1361 | 0.1361 | 0.1306 | 0.1262 | 0.1262 | 0.1262
BV1uj421D7m8,【轰】上班感觉身体硬硬的，原来是死啦！！,宙斯 | 瞄准 | 这波 | 射手 | 闪现 | 克斯 | 大招 | 波比 | 风暴 | 倒地,0.4721 | 0.3148 | 0.2919 | 0.2361 | 0.2189 | 0.2189 | 0.1897 | 0.1574 | 0.1511 | 0.1416
